Campaign,Ad Group,Keyword,Criterion Type,Max CPC,Final URL,Status
GOOG_Search_Brand_PMB_2026,Brand Exact,uniba surakarta,Exact,2000,https://daftaruniba.site/,Enabled
GOOG_Search_Brand_PMB_2026,Brand Exact,universitas islam batik surakarta,Exact,2000,https://daftaruniba.site/,Enabled
GOOG_Search_Brand_PMB_2026,Brand Exact,uniba solo,Exact,2000,https://daftaruniba.site/,Enabled
GOOG_Search_Brand_PMB_2026,Brand Exact,pmb uniba,Exact,2000,https://daftaruniba.site/,Enabled
GOOG_Search_Brand_PMB_2026,Brand Exact,pendaftaran uniba surakarta,Exact,2000,https://daftaruniba.site/,Enabled
GOOG_Search_Brand_PMB_2026,Brand Exact,daftar uniba surakarta,Exact,2000,https://daftaruniba.site/,Enabled
GOOG_Search_Brand_PMB_2026,Brand Exact,biaya kuliah uniba surakarta,Phrase,2000,https://daftaruniba.site/,Enabled
GOOG_Search_NonBrand_PMB_2026,Karyawan & RPL,kuliah karyawan solo,Exact,5000,https://daftaruniba.site/rpl,Enabled
GOOG_Search_NonBrand_PMB_2026,Karyawan & RPL,kelas karyawan surakarta,Exact,5000,https://daftaruniba.site/rpl,Enabled
GOOG_Search_NonBrand_PMB_2026,Karyawan & RPL,kuliah sambil kerja solo,Exact,5000,https://daftaruniba.site/rpl,Enabled
GOOG_Search_NonBrand_PMB_2026,Karyawan & RPL,kuliah malam solo,Exact,4500,https://daftaruniba.site/rpl,Enabled
GOOG_Search_NonBrand_PMB_2026,Karyawan & RPL,kuliah kelas malam surakarta,Exact,4500,https://daftaruniba.site/rpl,Enabled
GOOG_Search_NonBrand_PMB_2026,Karyawan & RPL,kuliah sabtu minggu solo,Exact,4500,https://daftaruniba.site/rpl,Enabled
GOOG_Search_NonBrand_PMB_2026,Karyawan & RPL,kuliah rpl surakarta,Exact,5000,https://daftaruniba.site/rpl,Enabled
GOOG_Search_NonBrand_PMB_2026,Karyawan & RPL,program rpl solo,Exact,5000,https://daftaruniba.site/rpl,Enabled
GOOG_Search_NonBrand_PMB_2026,Karyawan & RPL,s1 kelas karyawan solo,Exact,4500,https://daftaruniba.site/rpl,Enabled
GOOG_Search_NonBrand_PMB_2026,Kampus Swasta Solo,universitas swasta di solo,Exact,3500,https://daftaruniba.site/,Paused
GOOG_Search_NonBrand_PMB_2026,Kampus Swasta Solo,kampus swasta surakarta,Exact,3500,https://daftaruniba.site/,Paused
GOOG_Search_NonBrand_PMB_2026,Kampus Swasta Solo,universitas islam di solo,Exact,3500,https://daftaruniba.site/,Paused
GOOG_Search_NonBrand_PMB_2026,Kampus Swasta Solo,kuliah murah di solo,Exact,3000,https://daftaruniba.site/,Paused
GOOG_Search_NonBrand_PMB_2026,Kampus Swasta Solo,kuliah bisa dicicil solo,Exact,3500,https://daftaruniba.site/,Paused
GOOG_Search_NonBrand_PMB_2026,Kampus Swasta Solo,kuliah tanpa uang gedung,Phrase,3500,https://daftaruniba.site/,Paused
GOOG_Search_NonBrand_PMB_2026,Prodi Spesifik,s1 manajemen solo,Phrase,3000,https://daftaruniba.site/#program-studi,Paused
GOOG_Search_NonBrand_PMB_2026,Prodi Spesifik,kuliah akuntansi surakarta,Phrase,3000,https://daftaruniba.site/#program-studi,Paused
GOOG_Search_NonBrand_PMB_2026,Prodi Spesifik,s1 hukum solo,Phrase,3000,https://daftaruniba.site/#program-studi,Paused
GOOG_Search_NonBrand_PMB_2026,Prodi Spesifik,kuliah informatika solo,Phrase,3000,https://daftaruniba.site/#program-studi,Paused
GOOG_Search_NonBrand_PMB_2026,Prodi Spesifik,s1 teknik sipil surakarta,Phrase,3000,https://daftaruniba.site/#program-studi,Paused
GOOG_Search_NonBrand_PMB_2026,Prodi Spesifik,s1 teknik industri solo,Phrase,3000,https://daftaruniba.site/#program-studi,Paused
GOOG_Search_NonBrand_PMB_2026,Prodi Spesifik,kuliah agribisnis solo,Phrase,3000,https://daftaruniba.site/#program-studi,Paused
GOOG_Search_NonBrand_PMB_2026,Prodi Spesifik,s1 peternakan surakarta,Phrase,3000,https://daftaruniba.site/#program-studi,Paused
GOOG_Search_NonBrand_PMB_2026,Prodi Spesifik,s2 manajemen surakarta,Phrase,3000,https://daftaruniba.site/#program-studi,Paused
